precision_quantile,precision_threshold,runtime_quantile,runtime_threshold,optimal_val,feasible_ratio,top_10%_overlap,top_1%_overlap
0.001,0.9274193548387097,0.001,0.1784498691558838,,0.0,0.0,0.0
0.001,0.9274193548387097,0.005,0.2657895088195801,,0.0,0.0,0.0
0.001,0.9274193548387097,0.01,0.3348402976989746,,0.0,0.0,0.0
0.001,0.9274193548387097,0.05,0.7815353870391846,0.44845360824742264,6e-05,0.0,0.0
0.001,0.9274193548387097,0.1,1.3915448188781738,0.44845360824742264,0.00011333333333333333,0.0,0.0
0.001,0.9274193548387097,0.25,3.517470359802246,0.44845360824742264,0.00018,0.0,0.0
0.001,0.9274193548387097,0.5,11.949880361557007,0.16545419179148024,0.00034666666666666667,1.3333333333333333e-05,0.0
0.001,0.9274193548387097,0.75,51.934890270233154,0.1190624392141606,0.0006266666666666666,9.333333333333333e-05,2.6666666666666667e-05
0.001,0.9274193548387097,0.9,246.99968695640564,0.11158334954289051,0.0008933333333333333,0.00025333333333333333,9.333333333333333e-05
0.001,0.9274193548387097,0.95,636.2864422798157,0.11158334954289051,0.00098,0.00032,0.00014
0.001,0.9274193548387097,1.0,49525.69770240784,0.11158334954289051,0.0011666666666666668,0.0004733333333333333,0.00022
0.005,0.9246794871794872,0.001,0.1784498691558838,0.48453608247422686,1.3333333333333333e-05,0.0,0.0
0.005,0.9246794871794872,0.005,0.2657895088195801,0.4742268041237113,4.6666666666666665e-05,0.0,0.0
0.005,0.9246794871794872,0.01,0.3348402976989746,0.4742268041237113,6.666666666666667e-05,0.0,0.0
0.005,0.9246794871794872,0.05,0.7815353870391846,0.44845360824742264,0.00054,0.0,0.0
0.005,0.9246794871794872,0.1,1.3915448188781738,0.44845360824742264,0.0010733333333333333,0.0,0.0
0.005,0.9246794871794872,0.25,3.517470359802246,0.44845360824742264,0.0020466666666666667,0.0,0.0
0.005,0.9246794871794872,0.5,11.949880361557007,0.14156778836802175,0.00338,2e-05,0.0
0.005,0.9246794871794872,0.75,51.934890270233154,0.1190624392141606,0.0052,0.00012666666666666666,3.3333333333333335e-05
0.005,0.9246794871794872,0.9,246.99968695640564,0.11158334954289051,0.0064733333333333335,0.00042,0.00015333333333333334
